VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT0.x, TANGENT0.y, TANGENT0.z, TANGENT0.w, TANGENT1.x, TANGENT1.y, TANGENT1.z, TANGENT1.w, BLENDWEIGHT.x, BLENDWEIGHT.y, BLENDWEIGHT.z, BLENDWEIGHT.w, BLENDINDICES.x, BLENDINDICES.y, BLENDINDICES.z, BLENDINDICES.w, COLOR0.x, COLOR0.y, COLOR0.z, COLOR0.w, COLOR1.x, COLOR1.y, COLOR1.z, COLOR1.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y
165, 110, -0.09131,  0.23584,  0.84912,  0.68328,  0.05474,  0.36559,  0.00,  0.03617,  0.31574,  0.47507,  0.00,  0.0391,  0.34506,  0.38514,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.3349,  0.24828, -0.41231,  0.38489,  1.00,  0.00
166, 111, -0.0957,  0.2417,  0.82422,  0.68915,  0.05865,  0.36559,  0.00,  0.03812,  0.30987,  0.47312,  0.00,  0.04106,  0.33822,  0.38416,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.3349,  0.28844, -0.41231,  0.36459,  1.00,  0.00
167, 108, -0.02002,  0.26074,  0.8252,  0.54839,  0.02542,  0.35191,  0.00,  0.00293,  0.44379,  0.51417,  0.00,  0.00684,  0.47312,  0.42424,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.22112,  0.28844, -0.49568,  0.35281,  1.00,  0.00
168, 112, -0.09131,  0.23584,  0.84912,  0.68328,  0.05474,  0.36559,  0.00,  0.04008,  0.30499,  0.51711,  0.00,  0.04203,  0.30205,  0.53177,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.99989,  0.24828, -2.10451,  0.38371,  1.00,  0.00
169, 113, -0.15674,  0.19629,  0.84863,  0.8045,  0.13099,  0.35777,  0.00,  0.11046,  0.18768,  0.47703,  0.00,  0.11241,  0.18377,  0.49267,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.88937,  0.24828, -2.02782,  0.38182,  1.00,  0.00
170, 114, -0.1626,  0.20068,  0.82373,  0.81036,  0.1349,  0.35777,  0.00,  0.11535,  0.18182,  0.47507,  0.00,  0.1173,  0.17889,  0.48974,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.88937,  0.28844, -2.02782,  0.3618,  1.00,  0.00
171, 114, -0.1626,  0.20068,  0.82373,  0.81036,  0.1349,  0.35777,  0.00,  0.11535,  0.18182,  0.47507,  0.00,  0.1173,  0.17889,  0.48974,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.88937,  0.28844, -2.02782,  0.3618,  1.00,  0.00
172, 115, -0.0957,  0.2417,  0.82422,  0.68915,  0.05865,  0.36559,  0.00,  0.04301,  0.29814,  0.51613,  0.00,  0.04497,  0.29521,  0.52884,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.99989,  0.28844, -2.10451,  0.36343,  1.00,  0.00
173, 112, -0.09131,  0.23584,  0.84912,  0.68328,  0.05474,  0.36559,  0.00,  0.04008,  0.30499,  0.51711,  0.00,  0.04203,  0.30205,  0.53177,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.99989,  0.24828, -2.10451,  0.38371,  1.00,  0.00
174, 116, -0.15674,  0.19629,  0.84863,  0.8045,  0.13099,  0.35777,  0.00,  0.11828,  0.17693,  0.52004,  0.00,  0.11828,  0.17791,  0.51808,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.88937,  0.24828, -2.02782,  0.38182,  1.00,  0.00
175, 117, -0.20752,  0.13867,  0.84863,  0.90029,  0.23851,  0.35386,  0.00,  0.2219,  0.08504,  0.47996,  0.00,  0.2219,  0.08504,  0.48094,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.24828, -1.95305,  0.38171,  1.00,  0.00
176, 118, -0.21436,  0.14209,  0.82324,  0.90225,  0.24047,  0.35386,  0.00,  0.22385,  0.08407,  0.47703,  0.00,  0.22287,  0.08407,  0.47507,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.28844, -1.95305,  0.3624,  1.00,  0.00
177, 118, -0.21436,  0.14209,  0.82324,  0.90225,  0.24047,  0.35386,  0.00,  0.22385,  0.08407,  0.47703,  0.00,  0.22287,  0.08407,  0.47507,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.28844, -1.95305,  0.3624,  1.00,  0.00
178, 119, -0.1626,  0.20068,  0.82373,  0.81036,  0.1349,  0.35777,  0.00,  0.12219,  0.17302,  0.51711,  0.00,  0.12121,  0.174,  0.51222,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.88937,  0.28844, -2.02782,  0.3618,  1.00,  0.00
179, 116, -0.15674,  0.19629,  0.84863,  0.8045,  0.13099,  0.35777,  0.00,  0.11828,  0.17693,  0.52004,  0.00,  0.11828,  0.17791,  0.51808,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.88937,  0.24828, -2.02782,  0.38182,  1.00,  0.00
180, 120, -0.20752,  0.13867,  0.84863,  0.90029,  0.23851,  0.35386,  0.00,  0.23265,  0.0782,  0.52297,  0.00,  0.23069,  0.07918,  0.51711,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.24828, -1.95305,  0.38171,  1.00,  0.00
181, 121, -0.23926,  0.06934,  0.84863,  0.95894,  0.3695,  0.35191,  0.00,  0.35679,  0.02151,  0.47801,  0.00,  0.35386,  0.02248,  0.46823,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.24828, -1.87932,  0.38298,  1.00,  0.00
182, 122, -0.24658,  0.07129,  0.82373,  0.95894,  0.3695,  0.35191,  0.00,  0.35679,  0.02151,  0.47996,  0.00,  0.35484,  0.02248,  0.4741,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.28844, -1.87932,  0.36259,  1.00,  0.00
183, 122, -0.24658,  0.07129,  0.82373,  0.95894,  0.3695,  0.35191,  0.00,  0.35679,  0.02151,  0.47996,  0.00,  0.35484,  0.02248,  0.4741,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.28844, -1.87932,  0.36259,  1.00,  0.00
184, 123, -0.21436,  0.14209,  0.82324,  0.90225,  0.24047,  0.35386,  0.00,  0.2346,  0.07625,  0.52395,  0.00,  0.2346,  0.07722,  0.52199,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.28844, -1.95305,  0.3624,  1.00,  0.00
185, 120, -0.20752,  0.13867,  0.84863,  0.90029,  0.23851,  0.35386,  0.00,  0.23265,  0.0782,  0.52297,  0.00,  0.23069,  0.07918,  0.51711,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.24828, -1.95305,  0.38171,  1.00,  0.00
186, 124, -0.24658,  0.07129,  0.82373,  0.95894,  0.3695,  0.35191,  0.00,  0.3695,  0.0176,  0.52297,  0.00,  0.3695,  0.0176,  0.52297,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.28844, -1.87932,  0.36259,  1.00,  0.00
187, 125, -0.23926,  0.06934,  0.84863,  0.95894,  0.3695,  0.35191,  0.00,  0.37048,  0.0176,  0.52395,  0.00,  0.37048,  0.0176,  0.5259,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.24828, -1.87932,  0.38298,  1.00,  0.00
188, 126, -0.24902, -0.00684,  0.84912,  0.97849,  0.50929,  0.35386,  0.00,  0.5044,  0.00,  0.47996,  0.00,  0.5044,  0.00,  0.47996,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.5549,  0.24828, -1.80482,  0.3828,  1.00,  0.00
189, 126, -0.24902, -0.00684,  0.84912,  0.97849,  0.50929,  0.35386,  0.00,  0.5044,  0.00,  0.47996,  0.00,  0.5044,  0.00,  0.47996,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.5549,  0.24828, -1.80482,  0.3828,  1.00,  0.00
190, 127, -0.25684, -0.00635,  0.82373,  0.97849,  0.50929,  0.35386,  0.00,  0.50342,  0.00,  0.47898,  0.00,  0.50342,  0.00098,  0.47703,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.83922,  0.83922,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.5549,  0.28844, -1.80482,  0.36278,  1.00,  0.00
191, 124, -0.24658,  0.07129,  0.82373,  0.95894,  0.3695,  0.35191,  0.00,  0.3695,  0.0176,  0.52297,  0.00,  0.3695,  0.0176,  0.52297,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.84706,  0.84706,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.28844, -1.87932,  0.36259,  1.00,  0.00
192, 128, -0.15332, -0.20947,  0.82617,  0.79668,  0.88074,  0.37341,  0.00,  0.89834,  0.19844,  0.5259,  0.00,  0.90127,  0.21114,  0.57087,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.88627,  0.88627,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.21974,  0.28844, -1.5874,  0.35872,  1.00,  0.00
193, 129, -0.14795, -0.20508,  0.85156,  0.79081,  0.88661,  0.37341,  0.00,  0.90225,  0.2043,  0.52297,  0.00,  0.90616,  0.21799,  0.57283,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.88235,  0.88235,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.21974,  0.24828, -1.5874,  0.37947,  1.00,  0.00
194, 130, -0.08105, -0.24219,  0.85254,  0.66569,  0.95699,  0.38319,  0.00,  0.96872,  0.32649,  0.48778,  0.00,  0.97165,  0.33724,  0.53372,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.90588,  0.90588,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.24828, -1.51457,  0.37311,  1.00,  0.00
195, 130, -0.08105, -0.24219,  0.85254,  0.66569,  0.95699,  0.38319,  0.00,  0.96872,  0.32649,  0.48778,  0.00,  0.97165,  0.33724,  0.53372,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.90588,  0.90588,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.24828, -1.51457,  0.37311,  1.00,  0.00
196, 131, -0.08447, -0.24707,  0.82715,  0.67155,  0.95503,  0.38319,  0.00,  0.96676,  0.3216,  0.48974,  0.00,  0.9697,  0.3304,  0.53079,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.91765,  0.91765,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.28844, -1.51457,  0.35387,  1.00,  0.00
197, 128, -0.15332, -0.20947,  0.82617,  0.79668,  0.88074,  0.37341,  0.00,  0.89834,  0.19844,  0.5259,  0.00,  0.90127,  0.21114,  0.57087,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.88627,  0.88627,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.21974,  0.28844, -1.5874,  0.35872,  1.00,  0.00
198, 132, -0.08447, -0.24707,  0.82715,  0.67155,  0.95503,  0.38319,  0.00,  0.96872,  0.32845,  0.52297,  0.00,  0.9697,  0.32942,  0.5259,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.91765,  0.91765,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.28844, -1.51457,  0.35387,  1.00,  0.00
199, 133, -0.08105, -0.24219,  0.85254,  0.66569,  0.95699,  0.38319,  0.00,  0.97165,  0.33431,  0.52004,  0.00,  0.97165,  0.33431,  0.52004,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.90588,  0.90588,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.24828, -1.51457,  0.37311,  1.00,  0.00
200, 134, -0.00586, -0.25732,  0.85303,  0.52297,  0.98827,  0.39492,  0.00,  0.99902,  0.4741,  0.48876,  0.00,  0.99902,  0.4741,  0.49071,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.91765,  0.91765,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.24828, -1.44023,  0.37309,  1.00,  0.00
201, 134, -0.00586, -0.25732,  0.85303,  0.52297,  0.98827,  0.39492,  0.00,  0.99902,  0.4741,  0.48876,  0.00,  0.99902,  0.4741,  0.49071,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.91765,  0.91765,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.24828, -1.44023,  0.37309,  1.00,  0.00
202, 135, -0.00781, -0.2627,  0.82813,  0.53079,  0.98827,  0.39492,  0.00,  0.99902,  0.46628,  0.49169,  0.00,  0.99902,  0.46725,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.90196,  0.90196,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.28844, -1.44023,  0.3533,  1.00,  0.00
203, 132, -0.08447, -0.24707,  0.82715,  0.67155,  0.95503,  0.38319,  0.00,  0.96872,  0.32845,  0.52297,  0.00,  0.9697,  0.32942,  0.5259,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.91765,  0.91765,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.28844, -1.51457,  0.35387,  1.00,  0.00
204, 136, -0.00781, -0.2627,  0.82813,  0.53079,  0.98827,  0.39492,  0.00,  0.99902,  0.47312,  0.52297,  0.00,  0.99707,  0.47801,  0.54448,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.90196,  0.90196,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.28844, -1.44023,  0.3533,  1.00,  0.00
205, 137, -0.00586, -0.25732,  0.85303,  0.52297,  0.98827,  0.39492,  0.00,  0.99902,  0.48094,  0.52102,  0.00,  0.99804,  0.48485,  0.54057,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.91765,  0.91765,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.24828, -1.44023,  0.37309,  1.00,  0.00
206, 138,  0.07031, -0.25,  0.854,  0.37732,  0.97458,  0.40469,  0.00,  0.98436,  0.62366,  0.49169,  0.00,  0.98338,  0.62757,  0.5132,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87843,  0.87843,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.24828, -1.34186,  0.37071,  1.00,  0.00
207, 138,  0.07031, -0.25,  0.854,  0.37732,  0.97458,  0.40469,  0.00,  0.98436,  0.62366,  0.49169,  0.00,  0.98338,  0.62757,  0.5132,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87843,  0.87843,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.24828, -1.34186,  0.37071,  1.00,  0.00
208, 139,  0.06982, -0.25488,  0.8291,  0.38514,  0.97654,  0.40469,  0.00,  0.98631,  0.61584,  0.49267,  0.00,  0.98534,  0.62072,  0.51711,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.28844, -1.34186,  0.35022,  1.00,  0.00
209, 136, -0.00781, -0.2627,  0.82813,  0.53079,  0.98827,  0.39492,  0.00,  0.99902,  0.47312,  0.52297,  0.00,  0.99707,  0.47801,  0.54448,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.90196,  0.90196,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.28844, -1.44023,  0.3533,  1.00,  0.00
210, 140,  0.07031, -0.25,  0.854,  0.37732,  0.97458,  0.40469,  0.00,  0.98338,  0.62854,  0.51613,  0.00,  0.98045,  0.60704,  0.41056,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87451,  0.87451,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.24828, -1.34186,  0.37071,  1.00,  0.00
211, 141,  0.14063, -0.2207,  0.85449,  0.24242,  0.91984,  0.41447,  0.00,  0.92669,  0.76051,  0.48974,  0.00,  0.92473,  0.73705,  0.38416,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.22128,  0.24828, -1.26286,  0.3839,  1.00,  0.00
212, 142,  0.14209, -0.2251,  0.82959,  0.24633,  0.9218,  0.41251,  0.00,  0.92962,  0.7566,  0.48974,  0.00,  0.92669,  0.73314,  0.38416,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.22139,  0.28844, -1.26273,  0.36372,  1.00,  0.00
213, 142,  0.14209, -0.2251,  0.82959,  0.24633,  0.9218,  0.41251,  0.00,  0.92962,  0.7566,  0.48974,  0.00,  0.92669,  0.73314,  0.38416,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.22139,  0.28844, -1.26273,  0.36372,  1.00,  0.00
214, 143,  0.06982, -0.25488,  0.8291,  0.38514,  0.97654,  0.40469,  0.00,  0.98436,  0.62072,  0.51711,  0.00,  0.9824,  0.59922,  0.41153,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.28844, -1.34186,  0.35022,  1.00,  0.00
215, 140,  0.07031, -0.25,  0.854,  0.37732,  0.97458,  0.40469,  0.00,  0.98338,  0.62854,  0.51613,  0.00,  0.98045,  0.60704,  0.41056,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87451,  0.87451,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.24828, -1.34186,  0.37071,  1.00,  0.00
216, 144,  0.14063, -0.2207,  0.85449,  0.24242,  0.91984,  0.41447,  0.00,  0.92473,  0.76344,  0.51515,  0.00,  0.92278,  0.7654,  0.52884,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.22128,  0.24828, -1.25427,  0.38545,  1.00,  0.00
217, 145,  0.19971, -0.17139,  0.85498,  0.13099,  0.826,  0.42033,  0.00,  0.83187,  0.8739,  0.49071,  0.00,  0.82991,  0.87488,  0.50733,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.24828, -1.16721,  0.38351,  1.00,  0.00
218, 146,  0.20215, -0.1748,  0.83008,  0.13099,  0.82796,  0.42033,  0.00,  0.83284,  0.87292,  0.49169,  0.00,  0.83187,  0.8739,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.28844, -1.16721,  0.36456,  1.00,  0.00
219, 146,  0.20215, -0.1748,  0.83008,  0.13099,  0.82796,  0.42033,  0.00,  0.83284,  0.87292,  0.49169,  0.00,  0.83187,  0.8739,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.28844, -1.16721,  0.36456,  1.00,  0.00
220, 147,  0.14209, -0.2251,  0.82959,  0.24633,  0.9218,  0.41251,  0.00,  0.92669,  0.76051,  0.51613,  0.00,  0.92571,  0.76149,  0.52688,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.22139,  0.28844, -1.25417,  0.36578,  1.00,  0.00
221, 144,  0.14063, -0.2207,  0.85449,  0.24242,  0.91984,  0.41447,  0.00,  0.92473,  0.76344,  0.51515,  0.00,  0.92278,  0.7654,  0.52884,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.22128,  0.24828, -1.25427,  0.38545,  1.00,  0.00
222, 148,  0.19971, -0.17139,  0.85498,  0.13099,  0.826,  0.42033,  0.00,  0.82893,  0.87586,  0.51222,  0.00,  0.82991,  0.87586,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.24828, -1.16721,  0.38351,  1.00,  0.00
223, 149,  0.24121, -0.10742,  0.85498,  0.05083,  0.70479,  0.42424,  0.00,  0.70968,  0.95406,  0.48876,  0.00,  0.71065,  0.95308,  0.47605,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.44547,  0.24828, -1.08228,  0.38512,  1.00,  0.00
224, 150,  0.24463, -0.10889,  0.83008,  0.05083,  0.70479,  0.42424,  0.00,  0.70968,  0.95406,  0.48876,  0.00,  0.70968,  0.95308,  0.48387,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.44547,  0.28844, -1.08228,  0.36436,  1.00,  0.00
225, 150,  0.24463, -0.10889,  0.83008,  0.05083,  0.70479,  0.42424,  0.00,  0.70968,  0.95406,  0.48876,  0.00,  0.70968,  0.95308,  0.48387,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.44547,  0.28844, -1.08228,  0.36436,  1.00,  0.00
226, 151,  0.20215, -0.1748,  0.83008,  0.13099,  0.82796,  0.42033,  0.00,  0.83089,  0.87488,  0.51222,  0.00,  0.83089,  0.87488,  0.51417,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.86667,  0.86667,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.28844, -1.16721,  0.36456,  1.00,  0.00
227, 148,  0.19971, -0.17139,  0.85498,  0.13099,  0.826,  0.42033,  0.00,  0.82893,  0.87586,  0.51222,  0.00,  0.82991,  0.87586,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.24828, -1.16721,  0.38351,  1.00,  0.00
228, 152, -0.02051,  0.27783,  0.79492,  0.45357,  0.98827,  0.59531,  0.00,  0.00293,  0.46041,  0.45748,  1.00,  0.00293,  0.46041,  0.45846,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.88627,  0.88627,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.2202,  0.17529, -0.49605,  0.34439,  1.00,  0.00
229, 153,  0.06299,  0.27344,  0.79541,  0.59922,  0.98045,  0.59531,  0.00,  0.01075,  0.60215,  0.49365,  1.00,  0.01075,  0.60215,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87843,  0.87843,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.10837,  0.17836, -0.5791,  0.34695,  1.00,  0.00
230, 154,  0.06982,  0.30225,  0.64502,  0.59922,  0.98045,  0.59531,  0.00,  0.01075,  0.60411,  0.48583,  1.00,  0.01075,  0.60411,  0.4868,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.10883,  0.33676, -0.5791,  0.49414,  1.00,  0.00
231, 154,  0.06982,  0.30225,  0.64502,  0.59922,  0.98045,  0.59531,  0.00,  0.01075,  0.60411,  0.48583,  1.00,  0.01075,  0.60411,  0.4868,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.87059,  0.87059,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.10883,  0.33676, -0.5791,  0.49414,  1.00,  0.00
232, 155, -0.02246,  0.30762,  0.64258,  0.45161,  0.98827,  0.59531,  0.00,  0.00391,  0.46041,  0.44966,  1.00,  0.00391,  0.46041,  0.45064,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.88627,  0.88627,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  2.22066,  0.33241, -0.49605,  0.49039,  1.00,  0.00
